"No.","Time","Source","Destination","Protocol","Length","Info"
"918","536.211003","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7b21 A kv401-prod.do.dsp.mp.microsoft.com"
"919","536.250434","192.168.199.132","192.168.199.1","DNS","84","Standard query 0x4f6a A sls.update.microsoft.com"
"920","536.788814","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"921","536.788832","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"922","540.227035","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x7b21 A kv401-prod.do.dsp.mp.microsoft.com"
"923","540.955572","192.168.199.133","192.168.199.255","BROWSER","243","Host Announcement DESKTOP-V1FA0UQ, Workstation, Server, NT Workstation, Potential Browser, Backup Browser"
"924","541.257177","192.168.199.132","192.168.199.1","DNS","72","Standard query 0xa617 A ssw.live.com"
"925","542.246746","192.168.199.132","192.168.199.1","DNS","72","Standard query 0xa617 A ssw.live.com"
"926","543.246556","192.168.199.132","192.168.199.1","DNS","72","Standard query 0xa617 A ssw.live.com"
"927","544.165092","192.168.199.132","192.168.199.133","TCP","55","[TCP Keep-Alive] 49675  >  445 [ACK] Seq=2540 Ack=3193 Win=65536 Len=1"
"928","544.165356","192.168.199.133","192.168.199.132","TCP","66","[TCP Keep-Alive ACK] 445  >  49675 [ACK] Seq=3193 Ack=2541 Win=64768 Len=0 SLE=2540 SRE=2541"
"929","544.414008","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0xbbb01d CID: 000100011f0c78b5000c2961f55f "
"930","545.248570","192.168.199.132","192.168.199.1","DNS","72","Standard query 0xa617 A ssw.live.com"
"931","547.234403","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc6d9 A geo-prod.do.dsp.mp.microsoft.com"
"932","548.242230","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc6d9 A geo-prod.do.dsp.mp.microsoft.com"
"933","548.788843","VMware_61:f5:5f","VMware_03:df:ad","ARP","42","Who has 192.168.199.132? Tell 192.168.199.133"
"934","548.789240","VMware_03:df:ad","VMware_61:f5:5f","ARP","42","192.168.199.132 is at 00:0c:29:03:df:ad"
"935","549.242513","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc6d9 A geo-prod.do.dsp.mp.microsoft.com"
"936","549.252912","192.168.199.132","192.168.199.1","DNS","72","Standard query 0xa617 A ssw.live.com"
"937","551.257911","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc6d9 A geo-prod.do.dsp.mp.microsoft.com"
"938","555.273561","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xc6d9 A geo-prod.do.dsp.mp.microsoft.com"
"939","559.301197","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xb68a A geover-prod.do.dsp.mp.microsoft.com"
"940","560.304814","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xb68a A geover-prod.do.dsp.mp.microsoft.com"
"941","561.304910","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xb68a A geover-prod.do.dsp.mp.microsoft.com"
"942","563.320373","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xb68a A geover-prod.do.dsp.mp.microsoft.com"
"943","564.288938","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"944","564.288958","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"945","567.335664","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xb68a A geover-prod.do.dsp.mp.microsoft.com"
"946","574.343825","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x2957 A geo-prod.do.dsp.mp.microsoft.com"
"947","575.351551","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x2957 A geo-prod.do.dsp.mp.microsoft.com"
"948","576.351572","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x2957 A geo-prod.do.dsp.mp.microsoft.com"
"949","578.351884","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x2957 A geo-prod.do.dsp.mp.microsoft.com"
"950","582.367218","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x2957 A geo-prod.do.dsp.mp.microsoft.com"
"951","586.391381","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x8c11 A kv401-prod.do.dsp.mp.microsoft.com"
"952","587.398821","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x8c11 A kv401-prod.do.dsp.mp.microsoft.com"
"953","588.414412","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x8c11 A kv401-prod.do.dsp.mp.microsoft.com"
"954","590.429854","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x8c11 A kv401-prod.do.dsp.mp.microsoft.com"
"955","591.289262","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"956","591.289295","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"957","594.430026","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x8c11 A kv401-prod.do.dsp.mp.microsoft.com"
"958","601.437492","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x7ea4 A geo-prod.do.dsp.mp.microsoft.com"
"959","602.446508","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x7ea4 A geo-prod.do.dsp.mp.microsoft.com"
"960","603.462146","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x7ea4 A geo-prod.do.dsp.mp.microsoft.com"
"961","604.226374","192.168.199.133","192.168.199.132","TCP","55","[TCP Keep-Alive] 445  >  49675 [ACK] Seq=3192 Ack=2541 Win=64768 Len=1"
"962","604.226664","192.168.199.132","192.168.199.133","TCP","66","[TCP Keep-Alive ACK] 49675  >  445 [ACK] Seq=2541 Ack=3193 Win=65536 Len=0 SLE=3192 SRE=3193"
"963","605.461260","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x7ea4 A geo-prod.do.dsp.mp.microsoft.com"
"964","609.184814","VMware_03:df:ad","VMware_61:f5:5f","ARP","42","Who has 192.168.199.133? Tell 192.168.199.132"
"965","609.185014","VMware_61:f5:5f","VMware_03:df:ad","ARP","42","192.168.199.133 is at 00:0c:29:61:f5:5f"
"966","609.476884","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x7ea4 A geo-prod.do.dsp.mp.microsoft.com"
"967","616.470245","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xe363 A geover-prod.do.dsp.mp.microsoft.com"
"968","617.461385","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xe363 A geover-prod.do.dsp.mp.microsoft.com"
"969","618.476831","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xe363 A geover-prod.do.dsp.mp.microsoft.com"
"970","620.492477","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xe363 A geover-prod.do.dsp.mp.microsoft.com"
"971","621.289078","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"972","621.289112","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"973","624.507920","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xe363 A geover-prod.do.dsp.mp.microsoft.com"
"974","628.531816","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8ce4 A geo-prod.do.dsp.mp.microsoft.com"
"975","629.539322","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8ce4 A geo-prod.do.dsp.mp.microsoft.com"
"976","630.539526","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8ce4 A geo-prod.do.dsp.mp.microsoft.com"
"977","632.539442","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8ce4 A geo-prod.do.dsp.mp.microsoft.com"
"978","636.554693","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8ce4 A geo-prod.do.dsp.mp.microsoft.com"
"979","640.578359","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0dde A kv401-prod.do.dsp.mp.microsoft.com"
"980","641.570698","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0dde A kv401-prod.do.dsp.mp.microsoft.com"
"981","642.570637","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0dde A kv401-prod.do.dsp.mp.microsoft.com"
"982","644.570746","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0dde A kv401-prod.do.dsp.mp.microsoft.com"
"983","648.586676","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0dde A kv401-prod.do.dsp.mp.microsoft.com"
"984","649.288982","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"985","649.289014","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"986","649.720653","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0x07b43d CID: 000100011f2a1f0e000c2903dfad "
"987","650.731600","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0x07b43d CID: 000100011f2a1f0e000c2903dfad "
"988","651.733353","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0x07b43d CID: 000100011f2a1f0e000c2903dfad "
"989","652.603252","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x87ce A geo-prod.do.dsp.mp.microsoft.com"
"990","653.617502","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x87ce A geo-prod.do.dsp.mp.microsoft.com"
"991","653.734768","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0x07b43d CID: 000100011f2a1f0e000c2903dfad "
"992","654.617712","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x87ce A geo-prod.do.dsp.mp.microsoft.com"
"993","656.618966","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x87ce A geo-prod.do.dsp.mp.microsoft.com"
"994","657.739857","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0x07b43d CID: 000100011f2a1f0e000c2903dfad "
"995","660.642008","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x87ce A geo-prod.do.dsp.mp.microsoft.com"
"996","664.653034","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xe9a1 A kv401-prod.do.dsp.mp.microsoft.com"
"997","665.664754","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xe9a1 A kv401-prod.do.dsp.mp.microsoft.com"
"998","665.752483","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0x07b43d CID: 000100011f2a1f0e000c2903dfad "
"999","666.679715","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xe9a1 A kv401-prod.do.dsp.mp.microsoft.com"
"1000","668.680229","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xe9a1 A kv401-prod.do.dsp.mp.microsoft.com"
